period_dt,chokepoint_slug,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,n_days
2021-05-01,korea,chokepoint12,Korea Strait,1777,1331,1633,279,1930,5020,6950,28848524,34542934,4003679,508220,22396969,67903399,90300384,31
2021-05-01,lombok,chokepoint15,Lombok Strait,9,842,49,4,224,904,1128,11921,74241906,103782,137,4466546,74357760,78824322,31
2021-05-01,luzon,chokepoint14,Luzon Strait,184,1075,137,76,817,1472,2289,3515004,81004560,905429,160042,48545713,85585073,134130801,31
2021-05-01,magellan,chokepoint21,Magellan Strait,8,59,8,6,32,81,113,112127,1712179,71821,21760,1373774,1917893,3291674,31
2021-05-01,makassar,chokepoint20,Makassar Strait,66,1383,72,2,176,1523,1699,536843,77204946,221279,0,2042194,77963101,80005306,31
2021-05-01,malacca,chokepoint5,Malacca Strait,1228,1208,293,144,2000,2873,4873,40692204,71649846,1708216,398705,82874174,114449017,197323209,31
2021-05-01,mindoro,chokepoint27,Mindoro Strait,39,1399,101,3,122,1542,1664,332857,78103551,420585,1622,1623284,78858639,80481938,31
2021-05-01,mona,chokepoint24,Mona Passage,108,77,40,24,66,249,315,3347217,3306317,293947,58201,1340335,7005711,8346060,31
2021-05-01,ombai,chokepoint16,Ombai Strait,36,151,37,6,94,230,324,743986,9685261,132720,14977,1784977,10576968,12361954,31
2021-05-01,oresund,chokepoint10,Oresund Strait,223,182,835,124,366,1364,1730,459612,903224,1401731,134366,802857,2898974,3701852,31
2021-05-01,panama,chokepoint2,Panama Canal,217,222,54,61,394,554,948,8314438,8951310,499931,297324,9635720,18063038,27698779,31
2021-05-01,suez,chokepoint1,Suez Canal,528,441,190,86,489,1245,1734,33250104,25983947,811955,362894,21820563,60408948,82229522,31
2021-05-01,sunda,chokepoint19,Sunda Strait,68,332,102,18,354,520,874,1461631,21258604,524477,19063,7783522,23263808,31047343,31
2021-05-01,taiwan,chokepoint11,Taiwan Strait,2797,2383,1091,219,1850,6490,8340,58277756,95197449,6452437,504257,26589673,160431947,187021636,31
2021-05-01,torres,chokepoint18,Torres Strait,38,127,28,5,61,198,259,905005,3538383,107074,12560,1221433,4563044,5784483,31
2021-05-01,tsugaru,chokepoint13,Tsugaru Strait,397,503,242,60,393,1202,1595,13979782,17509407,760385,157457,4371308,32407074,36778396,31
2021-05-01,windward,chokepoint23,Windward Passage,235,60,76,49,71,420,491,5687262,1665445,287150,172229,1484791,7812128,9296930,31
2021-05-01,yucatan,chokepoint22,Yucatan Channel,263,261,128,32,665,684,1349,3181922,8752161,690521,55779,18452650,12680422,31133088,31
2021-06-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,512,446,164,100,513,1222,1735,31544404,25616473,954291,378853,24611226,58494062,83105302,30
2021-06-01,balabac,chokepoint25,Balabac Strait,25,144,20,2,101,191,292,219125,7274350,52976,0,882116,7546464,8428598,30
2021-06-01,bering,chokepoint26,Bering Strait,1,2,0,0,4,3,7,113,39149,0,0,16523,39262,55786,30
2021-06-01,bohai,chokepoint17,Bohai Strait,646,3228,665,97,1171,4636,5807,12639332,131316853,2725561,215455,19717566,146897244,166614822,30
2021-06-01,bosporus,chokepoint3,Bosporus Strait,228,660,1367,28,654,2283,2937,2394282,18567349,2691887,37020,14601060,23690575,38291651,30
2021-06-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,178,873,62,33,354,1146,1500,5645299,60154074,852417,127556,27438242,66779376,94217630,30
2021-06-01,dover,chokepoint9,Dover Strait,1019,548,1221,369,1585,3157,4742,27717698,22169297,3657487,730701,28450071,54275233,82725318,30
2021-06-01,gibraltar,chokepoint8,Gibraltar Strait,958,923,756,150,1163,2787,3950,32101310,40070857,3044623,419007,30124905,75635849,105760766,30
2021-06-01,hormuz,chokepoint6,Strait of Hormuz,430,477,84,56,1683,1047,2730,14116975,17474558,398449,73959,82879464,32063976,114943457,30
2021-06-01,kerch,chokepoint28,Kerch Strait,9,57,1071,19,383,1156,1539,11491,428133,1543005,23622,1130059,2006271,3136349,30
2021-06-01,korea,chokepoint12,Korea Strait,1691,1297,1617,284,1924,4889,6813,29126466,32637898,3782565,548913,21891350,66095890,87987258,30
2021-06-01,lombok,chokepoint15,Lombok Strait,9,810,59,3,195,881,1076,11634,72346577,121264,0,4253075,72479492,76732583,30
2021-06-01,luzon,chokepoint14,Luzon Strait,160,952,109,58,711,1279,1990,3195040,77568293,692436,136625,43585114,81592430,125177554,30
2021-06-01,magellan,chokepoint21,Magellan Strait,12,69,8,8,22,97,119,154329,2768981,93999,20418,693008,3037739,3730752,30
2021-06-01,makassar,chokepoint20,Makassar Strait,68,1304,74,3,170,1449,1619,657240,73594685,228425,3653,2562587,74484031,77046627,30
2021-06-01,malacca,chokepoint5,Malacca Strait,1113,1070,273,140,1742,2596,4338,38075200,60910836,1521564,388913,71126685,100896560,172023258,30
2021-06-01,mindoro,chokepoint27,Mindoro Strait,42,1415,110,0,141,1567,1708,518798,78946583,466443,0,1661339,79931850,81593203,30
2021-06-01,mona,chokepoint24,Mona Passage,112,78,29,16,78,235,313,3325674,3698033,171766,36915,1302699,7232411,8535127,30
2021-06-01,ombai,chokepoint16,Ombai Strait,30,149,28,4,100,211,311,587080,9849956,117476,14838,1625949,10569369,12195323,30
2021-06-01,oresund,chokepoint10,Oresund Strait,201,178,790,108,360,1277,1637,377727,605118,1280207,117461,912281,2380557,3292853,30
2021-06-01,panama,chokepoint2,Panama Canal,206,214,41,61,394,522,916,7739507,9232855,320371,270638,10654970,17563409,28218390,30
2021-06-01,suez,chokepoint1,Suez Canal,493,425,177,83,473,1178,1651,30450306,25069679,924719,341631,22249203,56786379,79035596,30
2021-06-01,sunda,chokepoint19,Sunda Strait,78,359,113,15,347,565,912,1476522,22774706,500769,15643,9359236,24767669,34126921,30
2021-06-01,taiwan,chokepoint11,Taiwan Strait,2671,2322,1093,223,1777,6309,8086,56745616,93414655,5963727,577792,25950615,156701832,182652463,30
2021-06-01,torres,chokepoint18,Torres Strait,43,128,28,4,54,203,257,1035682,3589215,79984,12963,737828,4717868,5455702,30
2021-06-01,tsugaru,chokepoint13,Tsugaru Strait,412,500,231,63,374,1206,1580,14235053,16541651,630384,189846,4260857,31596973,35857843,30
2021-06-01,windward,chokepoint23,Windward Passage,225,58,65,49,65,397,462,4709384,1990095,255532,120485,1518873,7075531,8594416,30
2021-06-01,yucatan,chokepoint22,Yucatan Channel,264,221,119,30,672,634,1306,2972692,7503319,672845,81765,18791608,11230653,30022276,30
2021-07-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,525,503,162,96,510,1286,1796,33592944,26131065,821089,378862,22102608,60924002,83026627,31
2021-07-01,balabac,chokepoint25,Balabac Strait,26,125,35,0,119,186,305,324697,6401998,138920,0,1353041,6865631,8218682,31
2021-07-01,bering,chokepoint26,Bering Strait,0,7,4,0,23,11,34,0,51633,20301,0,138980,71934,210914,31
2021-07-01,bohai,chokepoint17,Bohai Strait,655,3117,671,109,1124,4552,5676,13296504,130680119,2753496,242006,19639391,146972167,166611574,31
2021-07-01,bosporus,chokepoint3,Bosporus Strait,217,698,1255,23,660,2193,2853,2733273,18810037,2446428,21010,12267835,24010788,36278641,31
2021-07-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,149,976,63,30,367,1218,1585,5226300,67795204,921317,104334,29287840,74047187,103335045,31
2021-07-01,dover,chokepoint9,Dover Strait,1054,513,1324,358,1661,3249,4910,28791771,20538164,3541339,787154,29712878,53658476,83371365,31
2021-07-01,gibraltar,chokepoint8,Gibraltar Strait,996,838,748,142,1166,2724,3890,33818630,37951338,2930674,387738,29199518,75088423,104287957,31
2021-07-01,hormuz,chokepoint6,Strait of Hormuz,428,432,81,59,1713,1000,2713,13975580,14788542,506129,125501,82268600,29395785,111664405,31
2021-07-01,kerch,chokepoint28,Kerch Strait,7,67,1140,15,396,1229,1625,7818,406539,1761102,19207,1136908,2194685,3331608,31
2021-07-01,korea,chokepoint12,Korea Strait,1821,1332,1679,297,1952,5129,7081,32471332,37821876,4080819,498276,26517194,74872348,101389560,31
2021-07-01,lombok,chokepoint15,Lombok Strait,11,770,60,4,207,845,1052,22655,72018813,211484,9620,4008363,72262591,76270969,31
2021-07-01,luzon,chokepoint14,Luzon Strait,166,1003,93,78,729,1340,2069,3959884,75811004,680236,156249,47614084,80607414,128221517,31
2021-07-01,magellan,chokepoint21,Magellan Strait,8,73,11,7,28,99,127,116793,3055239,122634,19382,1157347,3314056,4471408,31
2021-07-01,makassar,chokepoint20,Makassar Strait,65,1341,75,4,175,1485,1660,609740,77987217,296913,8465,2351818,78902362,81254198,31
2021-07-01,malacca,chokepoint5,Malacca Strait,1074,1122,249,150,1763,2595,4358,36442492,61666938,1382340,418026,79227109,99909843,179136966,31
2021-07-01,mindoro,chokepoint27,Mindoro Strait,39,1485,107,4,142,1635,1777,485062,83537045,455797,5344,2223127,84483271,86706413,31
2021-07-01,mona,chokepoint24,Mona Passage,107,60,47,26,78,240,318,3279804,2839216,383521,48472,1643016,6551036,8194065,31
